Date,Value
2014-07-07,427135.812613
2014-07-06,392600.460408
2014-07-05,402775.097287
2014-07-04,425600.318107
2014-07-03,646583.720674
2014-07-02,953854.065865
2014-07-01,922663.24778
2014-06-30,586067.114662
2014-06-29,336897.026093
2014-06-28,386544.909906
2014-06-27,465624.735033
2014-06-26,523609.744551
2014-06-25,525512.107241
2014-06-24,974332.675123
2014-06-23,493645.538162
2014-06-22,520673.986609
2014-06-21,503587.727899
2014-06-20,609970.364121
2014-06-19,650150.795366
2014-06-18,573046.442966
2014-06-17,460801.322288
2014-06-16,723679.883041
2014-06-15,448374.428604
2014-06-14,472211.46094
2014-06-13,1167896.17243
2014-06-12,686936.3531
2014-06-11,546126.051873
2014-06-10,614894.552003
2014-06-09,341221.73497
2014-06-08,815990.028892
2014-06-07,577982.861859
2014-06-06,1178339.32341
2014-06-05,1002352.43025
2014-06-04,924375.504073
2014-06-03,1139172.2996
2014-06-02,711248.761169
2014-06-01,709780.79247
2014-05-31,602173.780592
2014-05-30,920847.434313
2014-05-29,700606.522997
2014-05-28,932703.750453
2014-05-27,889789.709702
2014-05-26,716702.794565
2014-05-25,808996.965601
2014-05-24,973175.146707
2014-05-23,1246459.49217
2014-05-22,802081.579576
2014-05-21,880729.109761
2014-05-20,1283778.26138
2014-05-19,478218.721478
2014-05-18,324600.827374
2014-05-17,484797.373225
2014-05-16,767480.928566
2014-05-15,790157.093207
2014-05-14,634329.025943
2014-05-13,708545.995809
2014-05-12,535630.484164
2014-05-11,481606.520488
2014-05-10,730814.540275
2014-05-09,1352519.57827
2014-05-08,1310228.9317
2014-05-07,799617.092758
2014-05-06,661019.796764
2014-05-05,575576.643109
2014-05-04,454251.726535
2014-05-03,658967.992093
2014-05-02,498876.556559
2014-05-01,471807.902522
2014-04-30,548190.837596
2014-04-29,566494.921811
2014-04-28,482175.410625
2014-04-27,278902.366393
2014-04-26,407118.297315
2014-04-25,550861.729103
2014-04-24,559681.808037
2014-04-23,722510.506033
2014-04-22,767457.152625
2014-04-21,704751.174218
2014-04-20,404073.962184
2014-04-19,581524.682025
2014-04-18,671188.436087
2014-04-17,815861.178584
2014-04-16,828585.863624
2014-04-15,680667.752588
2014-04-14,576197.243589
2014-04-13,377624.96825
2014-04-12,455422.910494
2014-04-11,827736.815184
2014-04-10,851803.105074
2014-04-09,485103.878106
2014-04-08,511123.315623
2014-04-07,445138.84883
2014-04-06,450531.728556
2014-04-05,753433.734276
2014-04-04,663996.414102
2014-04-03,842061.80307
2014-04-02,712975.981313
2014-04-01,703152.602694
2014-03-31,729762.05369
2014-03-30,551880.314955
2014-03-29,509121.73993
2014-03-28,806230.248789
2014-03-27,756564.796055
2014-03-26,501214.933179
2014-03-25,585139.69218
2014-03-24,638123.375513
2014-03-23,313956.40341
2014-03-22,458635.537179
2014-03-21,619998.798249
2014-03-20,775632.172294
